category,company_name,city,state,,job_title,job_type
Training,Adci - Karnataka,Bengaluru,Karnataka,,Software Dev Engineer Ii,Full-time
Part Time,Retail Service Company,Bengaluru,Karnataka,,Social Media Executive,Full-time
Computer,Bp,Pune,Maharashtra,,Execution Senior Analyst Helpdesk,Full-time
Part Time,Sahil Khan,Andheri,Maharashtra,,Freshers Accounts Executive,Full-time
Management,B B Banthia Jewellers Llp,Navi Mumbai,Maharashtra,,Human Resources Manager,Full-time
Engineering,V Tech Power Systems,Pune,Maharashtra,,Field Sales Engineer,Full-time
Marketing,Mad Influence,Gautam Budh Nagar,Uttar Pradesh,,Marketing Internship,Internship
Fresher,Virtilens,Hyderabad,Telangana,,Game Operator,"Part-time, Full-time, Fresher"
Admin,Fujitsu,Pune,Maharashtra,,Senior Sap Sd Consultant,Full-time
Finance,Jumio Corporation,Jaipur,Rajasthan,,Managersenior Manager  Business Process Innovation,Full-time
Hospitality,Icertis,Pune,Maharashtra,,Product Solution Manager,Contract
Consultant,Worldline,Pune,Maharashtra,,Senior Consultant  Automation Testing,Full-time
Computer,Anagha Softech Private Limited,Hyderabad,Telangana,,Postgresql Database Administrator,Full-time
Teacher,Vivekananda Shiksha Kendra,Bhubaneshwar,Orissa,,Pgt Physics,Full-time
Management,Ninestars Information Technologies,Bengaluru,Karnataka,,Manual Tester,Full-time
Part Time,Mapcrown Home,Roorkee,Uttarakhand,,Computer Operator,Full-time
It,Veradis Technologies,Coimbatore,Tamil Nadu,,Junior Dot Net Developer  Freshers,"Full-time, Fresher"
Scientific,Flame University,Pune,Maharashtra,,Assistant Professor  Academic Writing,Full-time
It,Diylabs Innovation Private Limited,Hyderabad,Telangana,,Software Development Internship,Full-time
Scientific,Market Xcel Data Matrix Private Limited,Delhi,Delhi,,Qualitative Research Internship,Full-time
It,Fast2Sms,Bhopal,Madhya Pradesh,,Python Developer,Full-time
Engineering,Network Techlab (India) Pvt. Ltd,Vapi,Gujarat,,Engineer Technical Support  Vapi Location,"Full-time, Fresher"
Automation,Larsen & Toubro Infotech Limited,Bengaluru,Karnataka,,Associate Principal  Product Engineering,Full-time
Volunteering,Ameriprise Financial,Gurgaon,Haryana,,Tech Lead  Tech Operations,Full-time
Logistics,"Jpmorgan Chase Bank, N.A.",Bengaluru,Karnataka,,Software Engineering  Java Full Stack Developer,Full-time
It,"Jpmorgan Chase Bank, N.A.",Bengaluru,Karnataka,,Software Developer,Full-time
Education,Pwc,Bengaluru,Karnataka,,Gw Dev Integration  Associate 2  Bangalore,Full-time
Recruitment,Hdfc Bank,Latur,Maharashtra,,Cscarea Head,Full-time
Manufacturing,Rapid Global Business Solutions,Bengaluru,Karnataka,,System Integration Test Engineer,Full-time
Finance,Citi,Mumbai,Maharashtra,,Financial Planning  Analysis Ccar C13,Full-time
Transportation,Ey Global Services Limited Prod,Gurgaon,Haryana,,Pursuit Strategist  Africa Deal Activation,Full-time
It,Arccus Inc,Bengaluru,Karnataka,,Drupal Developer,"Full-time, Contract"
It,Accenture,Kolkata,West Bengal,,Test Management Application Developer,Full-time
It,Kolleru Aqua,Hyderabad,Telangana,,Sr Graphic Designer,Full-time
It,Wheelhouse Technologies Pvt Ltd,Coimbatore,Tamil Nadu,,Backend Developer,Full-time
Engineering,Vertafore,Hyderabad,Telangana,,Implementation Engineer Ii,Full-time
Accounting,Matrix Medicals Pvt Ltd,Thane,Maharashtra,,Junior Accountant,"Full-time, Fresher"
Social Media,Pranavayu Swadeshi Healthcare Private Limited,Mumbai,Maharashtra,,Digital Marketing Intern,"Full-time, Contract, Internship"
Management,Capgemini,Bengaluru,Karnataka,,Netiq Specialist I 6 To 9 Years I Bengaluru  Mumbai,Full-time
Consultant,Ibm,Pune,Maharashtra,,Data Engineer Data Warehouse,Full-time
Logistics,Arvi Systems & Controls Pvt. Ltd,Bengaluru,Karnataka,,Service Process Executive Mf With 1 Year Of Experience,Full-time
Bank,Dhl Express,Mumbai,Maharashtra,,Territory Manager,Full-time
Social Media,Times Fibrefill Pvt Ltd,Salt Lake City,West Bengal,,Social Media Marketing,Full-time
Consultant,Ibm,Bengaluru,Karnataka,,Infrastructure Specialist,Full-time
Part Time,Treble D Solutions,Mohali,Punjab,,Sales And Business Development,Full-time
It,Servion Global Solutions,Bengaluru,Karnataka,,Manual Tester,Full-time
Engineering,Cognizant Technology Solutions,Chennai,Tamil Nadu,,Sr Devops Engineer,Full-time
Pr,Worley,Vadodara,Gujarat,,Piping Designer Senior Piping Designer,"Full-time, Contract"
Scientific,Overseas Link International,Ernakulam,Kerala,,Biotechnology Engineering,"Full-time, Contract"
Part Time,Radhe Traders,Rajkot Saurastra,Gujarat,,Software Support  Sale Executive,Full-time
Admin,Innoflexion Private Limited,Chennai,Tamil Nadu,,New Opening Ticketing Executive Staff,Full-time
Travel,Oracle,Bengaluru,Karnataka,,Senior Consultant,Full-time
Scientific,Pal & Co (Aqua Diamond ) Packaged Drinnking Water Manufacturer,Kolkata,West Bengal,,Microbiologist For Packaged Drinking Water Manufacturer,Full-time
Arts,Innogenx,Bengaluru,Karnataka,,Motion Graphic Artist,Full-time
Scientific,Getmedesk,Pune,Maharashtra,,Business Analyst,Full-time
Pr,"Marriott International, Inc",Tamil Nadu,Haryana,,Engineering Executive,Full-time
Part Time,Movius Interactive Corporation,Bengaluru,Karnataka,,Remote  Product Manager,Full-time
Admin,Vxplore Technologies (P) Ltd.,Howrah,West Bengal,,Admin For Online Coding Classes For Kids Belur Howrah,Full-time
Admin,Mkm Edu Solutions,Greater Noida,Uttar Pradesh,,Assistant Professor Of Physiology  General Surgery For A Medical College,"Full-time, Contract"
Management,Staymaster Services Private Limited,Goa Velha,Goa,,Operations Internship,Full-time
Bank,Credit Suisse,Pune,Maharashtra,,Project Manager And Business Analyst  Market Risk Projects Vp,Full-time
Networking,Yes Bank,Mumbai,Maharashtra,,Manager,Full-time
Sales,Figeye Solutions,Inderpuri,Delhi,,Walk In Interview  Customer Service  Call Center  Bpo,"Full-time, Fresher"
Consultant,Ehs Engineering Consultants,Orissa,Karnataka,,Scaffolding Inspector,Full-time
Management,Accenture,Chennai,Tamil Nadu,,Sap Analytics Cloud Development Application Developer,Full-time
Healthcare,Ud,Bengaluru,Karnataka,,Aeronautical Maintainence Manual,"Full-time, Contract, Fresher"
It,Burda Luxury,Gurgaon,Haryana,,Editorial Content Director,Full-time
Engineering,Sap,Bengaluru,Karnataka,,Support Engineer,Full-time
Retail,Asian Paints,Mumbai,Maharashtra,,Database Administrator,Full-time
Social Media,Hula Global Fashions Private Limited,Ghaziabad,Uttar Pradesh,,Marketing Internship,Full-time
Pharmaceutical,Mithila Hr Solution,Calicut,Kerala,,Pharmacy Assistant,"Full-time, Contract"
Computer,Larsen & Toubro Infotech Limited,Chennai,Tamil Nadu,,Software Developer,Full-time
Finance,Krg Technologies Inc,Pune,Maharashtra,,Oracle Plsql Developer,Full-time
Consultant,Escape System Consultant Pvt Ltd,Delhi,Delhi,,Digital Marketing,Full-time
Healthcare,Pahlajanis' Ivf - A Unit Of Pahlajanis' Women'S Hospital,Bhillai,Chhattisgarh,,Hk Staff Nurses Opd Staff Admin Receptionist Billing Asst,Full-time
Engineering,Sbm Offshore,Bengaluru,Karnataka,,Mechanical Equipment Engineer  Resource Center India,Full-time
Education,Missing Connectz Technology Solutions,Chennai,Tamil Nadu,,English Tele Calling Executives,"Full-time, Fresher"
Admin,Kanwar'S Designers & Developers,Mohali,Punjab,,Office Assistant,Full-time
Networking,Altran,Bengaluru,Karnataka,,Adv Consultantengineer,Full-time
Construction,Solvabuild,New Delhi,Delhi,,Estimation Engineer,Full-time
Construction,Vodafone Idea,Chennai,Tamil Nadu,,Manager  Territory Sales,Full-time
Retail,Ey,Kolkata,West Bengal,,Business Consultingnon Fs Technology Risksenior Us East,Full-time
Travel,Shree Sati Online Pvt Ltd.,Surat,Gujarat,,Travel Consultant,"Full-time, Volunteer"
Engineering,Excelsum High,Amritsar,Punjab,,Computer Hardware And Networking,Full-time
Education,Advance Brainy Kids,Nadiad,Gujarat,,Female Counselor,"Full-time, Fresher"
Pr,Jobs Search Dot Com,Ludhiana,Punjab,,Relationship Manager,"Full-time, Commission"
Part Time,Alpsdeal Internet Services Pvt Ltd,Perungudi,Tamil Nadu,,Field Marketing Executive,Full-time
Consultant,Ciel Hr Services,Bengaluru,Karnataka,,Manual Testerautomation Tester7 Yearscontract2Hirebangalore,Full-time
Consultant,Vodafone,Pune,Maharashtra,,Senior Managerdelivery Managervmwarepune,Full-time
Security,Infosys Limited,Bengaluru,Karnataka,,Uc Expert,Full-time
It,Oracle,Bengaluru,Karnataka,,Programmer Analyst 3It,Full-time
Finance,Yes Bank,Delhi,Delhi,,Deputy Branch Manager,Full-time
Healthcare,Ciena,Gurgaon,Haryana,,Devops Engineer,Full-time
It,Freight Consolidators Pvt Ltd- Going Beyond,Bengaluru,Karnataka,,Branch Manager,Full-time
It,Yash Technologies,Bengaluru,Karnataka,,Senior Consultantsap Bw,Full-time
Admin,"Fiserv, Inc.",Greater Noida,Uttar Pradesh,,Sr Associate Sales Operations,Full-time
Healthcare,Gainsight,Hyderabad,Telangana,,Senior Sales Operations Analyst,Contract
Social Media,Im Solutions,Bengaluru,Karnataka,,Campaign Manager,Full-time
Consultant,Ibm,Bengaluru,Karnataka,,Application Developer Dbms,Full-time
Sales,Kamal Watch Company Pvt.Ltd,Hyderabad,Telangana,,Accounts Executive,Full-time
It,Larsen & Toubro Infotech Limited,Chennai,Tamil Nadu,,Software Developer,Full-time
Sales,Stoneware Buildmart,Pune,Maharashtra,,Sales And Business Development,"Full-time, Fresher"
It,Accenture,Bengaluru,Karnataka,,Microsoft Azure Paas Application Developer,Full-time
Engineering,Dlco Infra Projects Pvt Ltd,Chennai,Tamil Nadu,,Site Engineer Civil,Full-time
Management,Standard Chartered,Kolkata,West Bengal,,Priority Relationship Manager,Full-time
Sales,Drvs Associates,Secunderabad,Telangana,,Sales And Marketing Manager,"Part-time, Full-time"
Education,Sachirva Solutions,Bengaluru,Karnataka,,Urgently Need Requirements Staff,"Full-time, Contract"
Admin,Wells Fargo Bank,Hyderabad,Telangana,,Systems Operations Manager,Full-time
It,Smartlion Complete Corporate Solution,Ahmedabad,Gujarat,,Aspnet Developer,Full-time
Finance,Bajaj Finserv,Dhaulpur,Rajasthan,,Executive  Credit Operations,Full-time
Computer,Accenture,Hyderabad,Telangana,,Sap Abap Development For Hana Application Developer,Full-time
Automation,Luxoft,Bengaluru,Karnataka,,Devops Engineer,Full-time
Engineering,Client Of Umind Consulting,Irinjalakuda,Kerala,,Site Supervisor,"Full-time, Fresher"
Publishing,Im Solutions,Jaipur,Rajasthan,,Frontend Developer,Full-time
It,Kelly Services Internal,Bengaluru,Karnataka,,Etl Developer,Full-time
Marketing,Shrewd Institute Of Management & Science,Indore,Madhya Pradesh,,Sales And Business Development Internship,Full-time
Management,The Velvet Couch,Delhi,Delhi,,Marketing Specialist,Full-time
It,Luxoft,Bengaluru,Karnataka,,Junior K2 Support And Development,Full-time
Human Resources,Kvch,Noida,Uttar Pradesh,,It Recruiter,"Full-time, Fresher"
Construction,Rk Placements,Hyderabad,Telangana,,Safety Engineer,Full-time
Transportation,Microsoft,Hyderabad,Telangana,,Software Engineer Ii,Full-time
Pr,Target,Bengaluru,Karnataka,,Manager Tcom Guest Services,Full-time
Manufacturing,Forxar Industries Pvt Ltd,Mumbai,Maharashtra,,Mechanical Design Engineer,Full-time
Teacher,Nava Vision,Hyderabad,Telangana,,Math Teachertrainer For Vedic Math  Abacus Hyderabad,Full-time
Manufacturing,Bks Textiles,Palladam,Tamil Nadu,,Product Development  Jr Officer,Full-time
It,Teciza Technologies Pvt.Ltd.,New Delhi,Delhi,,Hiring For Laravel Developer,Full-time
Management,Mindyourlogic,Nagpur,Maharashtra,,Software Developer,"Full-time, Fresher"
Construction,Zycus,Mumbai,Maharashtra,,Procurement Analyst,Contract
Education,Image Icg Private Limited,Gurgaon,Haryana,,Amazon Verification Work Cce  Bpo  Call Center,"Full-time, Fresher"
Consultant,Ibm,Bengaluru,Karnataka,,Netapp  Storage,Full-time
Bank,Kotak Mahindra,Mumbai,Maharashtra,,Team Memberdealer Finance Operationsoperations,Full-time
Real Estate,R A Consulting,Pune,Maharashtra,,Front Desk Receptionist For Real Estate Property Shirur,Full-time
Consultant,Ibm,Bengaluru,Karnataka,,Package Consultant Oracle Cloud Hcm,Full-time
Recruitment,The Principal Tag,Faridabad,Haryana,,Recruiting  Delivery Leads,"Full-time, Commission"
Management,Abb,Bengaluru,Karnataka,,Global Is Enterprise Solution Architect Lead  Operations Domain,Full-time
Management,Wells Fargo Bank,Hyderabad,Telangana,,Analytic Consultant 3,Full-time
It,Sutherland,Chennai,Tamil Nadu,,Associate Professional App Dev,Full-time
It,Cafsinfotech,Chennai,Tamil Nadu,,Android Developer,Full-time
Electronics,Synergy Info. Outsourcing Pvt. Ltd.,Surat,Gujarat,,Network Engineer,Contract
Sales,Randstad,Mumbai,Maharashtra,,Regional Sales Manager India,Contract
Manufacturing,Semperfi Solution,Bengaluru,Karnataka,,Lead Quality Analyst,Full-time
Sales,Preserva Wellness,New Delhi,Delhi,,Tele Sales Executive,Full-time
Management,Prominent Consultant,Mundra,Gujarat,,Asst Manager  Process,Full-time
Logistics,Eurocan Global,Mohali,Punjab,,Visa Filling Executive,"Full-time, Temporary"
It,Ssam Softwares,Indore,Madhya Pradesh,,Software Developer,Full-time
Management,Microsoft,Hyderabad,Telangana,,Consulting Project Management Ic4,Full-time
Computer,Luxoft,Chennai,Tamil Nadu,,Regular Informatica Developer,Full-time
Teacher,Dojo,Remote,Bihar,,Faculty For Ncert English And Hindi Classes 612,"Part-time, Contract"
Insurance,Cgi Inc,Bengaluru,Karnataka,,Aem Developer  Backend,Full-time
Computer,Chrishan Technology Solutions Pvt Ltd,Mohali Sas Nagar,Chandigarh,,Frontend Developer,Full-time
It,Designerrs Lab,Bengaluru,Karnataka,,Sales And Business Development,Full-time
It,Integrichain,Pune,Maharashtra,,Sr Analyst Mc Claims Spd270,Full-time
It,Ey,Kochi,Kerala,,Lssgdcoeaniaassogig 1 1 1 1 1,Full-time
Sales,"Jpmorgan Chase Bank, N.A.",Bengaluru,Karnataka,,Vpdata Solutions Product Owner,Full-time
Manufacturing,Crowe,Noida,Uttar Pradesh,,Microsoft Power Apps And D365 Architect,Full-time
Education,Ml Convent School Jalaun (Up),Jalaun,Uttar Pradesh,,Pgt,Full-time
Bank,Bajaj Finserv,Muzaffarpur,Bihar,,Executive  Credit Operations,Full-time
Sales,Kotak Mahindra,Raipur,Chhattisgarh,,Sr Sales Executivesalaried Pl And Working Capitalsales,Full-time
Healthcare,Aastha Health Care,Mumbai,Maharashtra,,Dietician Required For A Bariatric Surgery Hospital In Mulund Mumbai,Full-time
Customer Service,Barclays,Pune,Maharashtra,,Ops Engineer,Full-time
Marketing,Muuchstac  Changing Grooming Style,Bhayandar,Maharashtra,,Social Media Influencer  Manager,Full-time
Management,Saarthee Technology,Gurgaon,Haryana,,Human Resources Internship,Full-time
Consultant,Ibm,Hyderabad,Telangana,,Data Engineer Business Intelligence,Full-time
Human Resources,Anm Consultants,Raipur,Chhattisgarh,,Hr Executiveaudit Profile,Full-time
Finance,Genpact,Hyderabad,Telangana,,Vice President  Global Operating Leader  Fa,Full-time
Admin,Lionbridge Technologies,Mumbai,Maharashtra,,Senior Project Manager,Full-time
Publishing,Gfinity Plc,New Delhi,Delhi,,Mobile Games Writer  Freelance Remote Mobile Gaming,Full-time
Services,Mentorkart (Dgguru Learning Solutions Private Limited),Ghaziabad,Uttar Pradesh,,Product Management Internship,Full-time
It,Bytes And Bits Information Technology,Kolkata,West Bengal,,Software Developer,"Full-time, Fresher"
Management,Saj Earth Resort,Kochi,Kerala,,Fb Associate,Full-time
Pr,"Jpmorgan Chase Bank, N.A.",Bengaluru,Karnataka,,Awm  Portfolio Analysis Group  Us Equity  Performance And Attribution  Associate,Full-time
Facilities,West Coast Frozen Foods Pvt Ltd,Olpad,Gujarat,,Welder,Full-time
Marketing,Bts,Ghaziabad,Uttar Pradesh,,Content Writing Internship,Full-time
Legal,Ihcl,Mumbai,Maharashtra,,Pr Manager,Full-time
Marketing,Jaipur Furniture,Jaipur,Rajasthan,,Marketing Internship,Full-time
Admin,Dell Technologies,Bengaluru,Karnataka,,Senior Principal Software Engineer It,Full-time
Bank,Ratnakar Bank,Delhi,Delhi,,Service Delivery Ambassador  Cash,Full-time
Customer Service,Kdc Pvt Ltd,Gurgaon,Haryana,,Flipkart Verification Process  Bpo Inbound Process,"Full-time, Fresher"
It,Genpact,Gurgaon,Haryana,,Consultant  Dot Net Fullstack,Full-time
Construction,Invisiblebed.Com (Futur Decor Solutions Pvt Ltd),Thane,Maharashtra,,Junior Interior Designerwomen Only,Full-time
Admin,Desh Bhagat University,Mandi Gobindgarh,Punjab,,Assistant Public Relations Officer,Full-time
Consultant,Ibm,Bengaluru,Karnataka,,Data Engineer Business Intelligence,Full-time
Education,Dell Technologies - Rsa,Bengaluru,Karnataka,,Rsa  Advisor Scrum Master,Full-time
Healthcare,Cyient,Noida,Uttar Pradesh,,Senior Test Automation Engineer,Full-time
Automation,Palo Alto Networks,Bengaluru,Karnataka,,Site Reliability Engineer  Observability Cloud Ops,Full-time
Management,Cerner Corporation,Bengaluru,Karnataka,,Senior Product Owner,Full-time
Computer,Oracle,Bengaluru,Karnataka,,Software Developer 4,Full-time
It,Encrobytes Technologies (Opc) Private Limited,Faridabad,Haryana,,Sales And Business Development Internship,Full-time
It,Galaxy Group Of Services,Pune,Maharashtra,,Executive  Payroll For Hospital,Full-time
Management,Narayana Health,Bengaluru,Karnataka,,Project Manager  Clinical It,Full-time
Management,Birdeye,Gurgaon,Haryana,,Team Lead Account Management,Full-time
Advertising,Standard Chartered,Chennai,Tamil Nadu,,Senior Manager,Full-time
Insurance,Mevrick Solution Pvt. Ltd,Kalyani,West Bengal,,Hr Administrator,Full-time
Training,Borderless Access,Bengaluru,Karnataka,,Project Manager,Full-time
Consultant,Ibm,Gurgaon,Haryana,,Practitioner  Finance And Administration Delivery,Full-time
Advertising,Bluerosetech,Bengaluru,Karnataka,,Eu Technical Recruitment Specialist,Full-time
Social Media,Sannams4,Mumbai,Maharashtra,,Senior Recruitment Adviser Supporting The University Of South Wales,Full-time
Bank,Accenture,Gurgaon,Haryana,,Associate Managerfinance Operations,Full-time
Publishing,Wadhim Sollutions,Mohali,Punjab,,Content Writer Intern,"Full-time, Fresher"
Engineering,Dell Technologies,Bengaluru,Karnataka,,Software Engineer 2,Full-time
Computer,Morgan Stanley,Bengaluru,Karnataka,,Machine Learning Engineer 46 Years,Full-time
Automation,Ntt Data Services,Noida,Uttar Pradesh,,Systems Admin Specialist Advisor,Full-time
Healthcare,Flexy Managers,Noida,Uttar Pradesh,,Hr Manager,Full-time
Accounting,Genpact,Hyderabad,Telangana,,Consultant Finance Functional,Full-time
Accounting,Fujitsu,Pune,Maharashtra,,Accounts Payablesfinance Associate,Full-time
Services,Novotel,Goa,Goa,,Commis  Indiancontinentaltandoor Chinese,Full-time
